filename,main_document,fell_back,n_regions,x0,y0,x1,y1,width,height,ox0,oy0,ox1,oy1,original_path
19o.png,1,0,1,156,0,2014,1109,2024,1436,0,9,1109,1867,images/archive-original/1260-1269/19o.jpg
20o.png,1,0,1,125,67,1363,1878,1433,2024,67,69,1878,1307,images/archive-original/1260-1269/20o.jpg
21o.png,1,0,2,573,194,1822,1259,2024,1436,194,201,1259,1450,images/archive-original/1260-1269/21o.jpg
22o.png,1,0,3,201,121,1981,1412,2024,1436,121,42,1412,1822,images/archive-original/1260-1269/22o.jpg
23o.png,1,0,2,0,33,1128,908,1165,1656,33,36,908,1164,images/archive-original/1260-1269/23o.jpg
24o.png,1,0,3,0,25,1131,1625,1165,1656,25,33,1625,1164,images/archive-original/1260-1269/24o.jpg
25o.png,1,0,2,106,59,1622,1151,1654,1168,59,31,1151,1547,images/archive-original/1260-1269/25o.jpg
26o.png,1,0,3,78,91,1609,1167,1654,1168,91,44,1167,1575,images/archive-original/1260-1269/26o.jpg
27o.png,1,0,3,89,182,1619,1167,1654,1168,182,34,1167,1564,images/archive-original/1260-1269/27o.jpg
28o.png,1,0,1,146,165,2008,1074,2024,1436,165,15,1074,1877,images/archive-original/1260-1269/28o.jpg
29o.png,1,0,4,29,150,1124,1625,1165,1656,150,40,1625,1135,images/archive-original/1260-1269/29o.jpg
30o.png,1,0,6,175,51,1968,1373,2024,1436,51,55,1373,1848,images/archive-original/1240-1260/30o.jpg
31o.png,1,0,12,231,33,1450,928,1654,1168,33,203,928,1422,images/archive-original/1240-1260/31o.jpg
32o.png,1,0,1,225,15,1956,1409,2024,1436,15,67,1409,1798,images/archive-original/1240-1260/32o.jpg
33o.png,1,0,1,55,99,1142,1653,1168,1654,55,99,1142,1653,images/archive-original/1240-1260/33o.jpg
34o.png,1,0,1,25,60,1116,1608,1168,1654,25,60,1116,1608,images/archive-original/1240-1260/34o.jpg
35o.png,1,0,1,206,40,2246,1603,2339,1656,40,92,1603,2132,images/archive-original/1240-1260/35o.jpg
36o.png,1,0,1,161,44,2202,1603,2339,1656,44,136,1603,2177,images/archive-original/1240-1260/36o.jpg
37o.png,1,0,6,209,44,2215,1599,2339,1656,44,123,1599,2129,images/archive-original/1240-1260/37o.jpg
38o.png,1,0,5,46,62,1624,1744,1656,2339,31,594,1609,2276,images/archive-original/1240-1260/38o.jpg
39o.png,1,0,2,104,62,1609,1756,1656,2339,46,582,1551,2276,images/archive-original/1240-1260/39o.jpg
40o.png,1,0,2,36,73,1619,2192,1656,2339,36,146,1619,2265,images/archive-original/1240-1260/40o.jpg
41o.png,1,0,3,77,62,1614,2192,1656,2339,41,146,1578,2276,images/archive-original/1240-1260/41o.jpg
42o.png,1,0,2,46,72,1619,2093,1656,2339,36,245,1609,2266,images/archive-original/1240-1260/42o.jpg
43o.png,1,0,6,113,172,1609,2153,1656,2339,46,185,1542,2166,images/archive-original/1240-1260/43o.jpg
44o.png,1,0,10,184,47,2149,1255,2339,1656,47,189,1255,2154,images/archive-original/1240-1260/44o.jpg
45o.png,1,0,8,203,209,1588,2290,1656,2339,203,209,1588,2290,images/archive-original/vóór 1240/45o.jpg
46o.png,1,0,4,41,230,1523,2280,1656,2339,41,230,1523,2280,images/archive-original/vóór 1240/46o.jpg
47o.png,1,0,8,232,51,1609,2021,1656,2339,232,51,1609,2021,images/archive-original/vóór 1240/47o.jpg
48o.png,1,0,4,57,46,1525,2030,1656,2339,57,46,1525,2030,images/archive-original/vóór 1240/48o.jpg
49o.png,1,0,4,177,202,1475,1925,1656,2339,177,202,1475,1925,images/archive-original/vóór 1240/49o.jpg
50o.png,1,0,5,371,62,1759,1408,2024,1436,371,62,1759,1408,images/archive-original/vóór 1240/50o.jpg
51o.png,1,0,16,246,225,2097,996,2339,1656,246,225,2097,996,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/51o.jpg
52o.png,1,0,11,244,228,2151,1487,2339,1656,244,228,2151,1487,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/52o.jpg
53o.png,1,0,9,314,152,2106,1274,2339,1656,314,152,2106,1274,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/53o.jpg
54o.png,1,0,6,349,266,2121,1500,2339,1656,349,266,2121,1500,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/54o.jpg
55o.png,1,0,11,322,250,2175,1487,2339,1656,322,250,2175,1487,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/55o.jpg
56o.png,1,0,10,290,58,2139,1331,2339,1656,290,58,2139,1331,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/56o.jpg
57o.png,1,0,11,261,197,1827,1511,2339,1656,261,197,1827,1511,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/57o.jpg
58o.png,1,0,5,273,103,2207,1349,2339,1656,273,103,2207,1349,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/58o.jpg
59o.png,1,0,10,209,445,2228,1307,2339,1656,209,445,2228,1307,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/59o.jpg
60o.png,1,0,17,349,623,2288,1577,2339,1656,349,623,2288,1577,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/60o.jpg
61o.png,1,0,8,407,147,2008,1522,2339,1656,407,147,2008,1522,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/61o.jpg
62o.png,1,0,14,178,504,2057,1585,2339,1656,178,504,2057,1585,images/archive-original/niet gedateerd (_oudste leeuregister Holl._Reinaertfragmenten R_dam)/62o.jpg
63o.png,1,0,1,47,117,1123,1539,1168,1654,47,117,1123,1539,images/archive-original/Naamloze map 1/63o.jpg
64o.png,1,0,3,171,370,1061,1303,1168,1654,171,370,1061,1303,images/archive-original/Naamloze map 1/64o.jpg
65o.png,1,0,5,72,54,1624,1152,1654,1168,54,29,1152,1581,images/archive-original/1270-1279/65o.jpg
66o.png,1,0,2,523,605,1647,1344,2024,1436,605,376,1344,1500,images/archive-original/1270-1279/66o.jpg
67o.png,1,0,1,454,503,1792,1333,2024,1436,503,231,1333,1569,images/archive-original/1270-1279/67o.jpg
68o.png,1,0,7,282,255,1975,1128,2024,1436,255,48,1128,1741,images/archive-original/1270-1279/68o.jpg
69o.png,1,0,6,274,102,1928,1409,2024,1436,274,102,1928,1409,images/archive-original/1270-1279/69o.jpg
70o.png,1,0,1,44,138,1400,1800,1436,2024,44,138,1400,1800,images/archive-original/1270-1279/70o.jpg
71o.png,1,0,2,468,170,1764,1396,2024,1436,468,170,1764,1396,images/archive-original/1270-1279/71o.jpg
72o.png,1,0,1,191,22,1918,1384,2024,1436,22,105,1384,1832,images/archive-original/1270-1279/72o.jpg
73o.png,1,0,5,549,297,1832,1313,2024,1436,297,191,1313,1474,images/archive-original/1270-1279/73o.jpg
74o.png,0,0,6,523,303,1848,1425,2024,1436,303,175,1425,1500,images/archive-original/1270-1279/74o.jpg
75o.png,0,0,4,526,296,1848,1412,2024,1436,296,175,1412,1497,images/archive-original/1270-1279/75o.jpg
76o.png,1,0,2,426,411,1868,1338,2024,1436,411,155,1338,1597,images/archive-original/1270-1279/76o.jpg
77o.png,1,0,6,407,401,1728,943,2024,1436,401,295,943,1616,images/archive-original/1270-1279/77o.jpg
78o.png,1,0,5,216,69,2083,1597,2339,1656,69,255,1597,2122,images/archive-original/1270-1279/78o.jpg
79o.png,1,0,10,446,176,1822,1324,2024,1436,176,201,1324,1577,images/archive-original/1270-1279/79o.jpg
80o.png,1,0,6,319,303,1918,1141,2024,1436,303,105,1141,1704,images/archive-original/1270-1279/80o.jpg
81o.png,1,0,5,222,561,1953,1400,2024,1436,561,70,1400,1801,images/archive-original/1270-1279/81o.jpg
82o.png,1,0,5,365,757,1895,1355,2024,1436,757,128,1355,1658,images/archive-original/1270-1279/82o.jpg
83o.png,1,0,1,461,354,1864,1274,2024,1436,354,159,1274,1562,images/archive-original/1270-1279/83o.jpg
84o.png,1,0,7,662,257,1806,1323,2024,1436,257,217,1323,1361,images/archive-original/1270-1279/84o.jpg
85o.png,1,0,6,542,465,1645,1140,2339,1656,542,465,1645,1140,images/archive-original/1270-1279/85o.jpg
86o.png,1,0,1,22,139,1400,1878,1436,2024,22,139,1400,1878,images/archive-original/1270-1279/86o.jpg
87o.png,1,0,2,351,386,1842,1383,2024,1436,386,181,1383,1672,images/archive-original/1270-1279/87o.jpg
88o.png,1,0,2,197,201,1999,1297,2024,1436,201,24,1297,1826,images/archive-original/1270-1279/88o.jpg
89o.png,1,0,2,162,467,2004,1188,2024,1436,467,19,1188,1861,images/archive-original/1270-1279/89o.jpg
90o.png,1,0,6,291,298,1882,1231,2024,1436,298,141,1231,1732,images/archive-original/1270-1279/90o.jpg
91o.png,1,0,7,519,506,1731,1301,2024,1436,506,292,1301,1504,images/archive-original/1270-1279/91o.jpg
92o.png,1,0,2,568,344,1733,1406,2024,1436,344,290,1406,1455,images/archive-original/1270-1279/92o.jpg
93o.png,1,0,7,519,473,1703,1267,2024,1436,473,320,1267,1504,images/archive-original/1270-1279/93o.jpg
94o.png,1,0,7,230,255,2023,1133,2024,1436,255,0,1133,1793,images/archive-original/1270-1279/94o.jpg
95o.png,1,0,4,213,103,2011,1192,2024,1436,103,12,1192,1810,images/archive-original/1270-1279/95o.jpg
96o.png,1,0,4,632,450,1684,1176,2024,1436,450,339,1176,1391,images/archive-original/1270-1279/96o.jpg
97o.png,1,0,46,488,219,1878,1066,2339,1656,488,219,1878,1066,images/archive-original/1270-1279/97o.jpg
98o.png,1,0,3,433,575,1854,1313,2024,1436,575,169,1313,1590,images/archive-original/1270-1279/98o.jpg
99o.png,1,0,5,178,382,2002,1251,2024,1436,382,21,1251,1845,images/archive-original/1270-1279/99o.jpg
100o.png,1,0,2,220,210,1391,1564,1436,2024,220,210,1391,1564,images/archive-original/1270-1279/100o.jpg
101o.png,1,0,10,473,270,1760,1226,2024,1436,270,263,1226,1550,images/archive-original/1270-1279/101o.jpg
102o.png,1,0,9,181,162,1944,1291,2024,1436,162,79,1291,1842,images/archive-original/1270-1279/102o.jpg
103o.png,1,0,3,678,397,1655,1311,2024,1436,397,368,1311,1345,images/archive-original/1270-1279/103o.jpg
104o.png,1,0,1,199,376,1902,859,2024,1436,376,121,859,1824,images/archive-original/1270-1279/104o.jpg
105o.png,1,0,1,306,602,1929,1378,2024,1436,602,94,1378,1717,images/archive-original/1270-1279/105o.jpg
106o.png,1,0,4,383,138,1930,1245,2024,1436,138,93,1245,1640,images/archive-original/1270-1279/106o.jpg
107o.png,1,0,3,544,107,1854,1353,2024,1436,107,169,1353,1479,images/archive-original/1270-1279/107o.jpg
108o.png,1,0,4,454,603,1631,1283,2024,1436,603,392,1283,1569,images/archive-original/1270-1279/108o.jpg
109o.png,1,0,3,351,421,1874,917,2024,1436,421,149,917,1672,images/archive-original/1270-1279/109o.jpg
110o.png,1,0,9,63,122,1619,1151,1654,1168,122,34,1151,1590,images/archive-original/1270-1279/110o.jpg
111o.png,1,0,1,248,539,2004,1343,2024,1436,539,19,1343,1775,images/archive-original/1270-1279/111o.jpg
112o.png,1,0,7,251,284,1931,1129,2024,1436,284,92,1129,1772,images/archive-original/1270-1279/112o.jpg
113o.png,1,0,5,213,242,2023,950,2024,1436,242,0,950,1810,images/archive-original/1270-1279/113o.jpg
114o.png,1,0,5,290,809,1904,1220,2339,1656,290,809,1904,1220,images/archive-original/1270-1279/114o.jpg
115o.png,1,0,2,199,248,1874,1409,2024,1436,248,149,1409,1824,images/archive-original/1270-1279/115o.jpg
116o.png,1,0,1,325,55,1883,1406,2024,1436,55,140,1406,1698,images/archive-original/1270-1279/116o.jpg
117o.png,1,0,12,420,447,1779,1171,2024,1436,447,244,1171,1603,images/archive-original/1270-1279/117o.jpg
118o.png,0,0,16,376,472,1845,1253,2024,1436,472,178,1253,1647,images/archive-original/1270-1279/118o.jpg
119o.png,0,0,10,382,475,1848,1307,2024,1436,475,175,1307,1641,images/archive-original/1270-1279/119o.jpg
120o.png,0,0,8,360,411,1797,1218,2024,1436,411,226,1218,1663,images/archive-original/1270-1279/120o.jpg
121o.png,1,0,4,92,153,1619,1156,1654,1168,153,34,1156,1561,images/archive-original/1270-1279/121o.jpg
122o.png,1,0,2,93,135,1578,2301,1656,2339,93,135,1578,2301,images/archive-original/1270-1279/122o.jpg
123o.png,0,0,1,114,36,1593,1833,1656,2339,114,36,1593,1833,images/archive-original/1270-1279/123o.jpg
124o.png,1,0,5,303,516,1916,1339,2024,1436,516,107,1339,1720,images/archive-original/1270-1279/124o.jpg
125o.png,1,0,2,275,731,1881,1397,2024,1436,731,142,1397,1748,images/archive-original/1270-1279/125o.jpg
126o.png,1,0,1,227,67,2004,1406,2024,1436,67,19,1406,1796,images/archive-original/1270-1279/126o.jpg
127o.png,1,0,4,315,197,1864,1354,2024,1436,197,159,1354,1708,images/archive-original/1270-1279/127o.jpg
128o.png,1,0,5,97,73,1616,1167,1654,1168,73,37,1167,1556,images/archive-original/1270-1279/128o.jpg
129o.png,1,0,2,234,338,2003,1326,2024,1436,338,20,1326,1789,images/archive-original/1270-1279/129o.jpg
130o.png,1,0,4,395,476,1899,1353,2024,1436,476,124,1353,1628,images/archive-original/1270-1279/130o.jpg
131o.png,1,0,6,471,141,1689,1358,2024,1436,141,334,1358,1552,images/archive-original/1270-1279/131o.jpg
132o.png,1,0,11,366,526,1912,1189,2024,1436,526,111,1189,1657,images/archive-original/1270-1279/132o.jpg
133o.png,1,0,1,445,125,2033,1526,2339,1656,125,305,1526,1893,images/archive-original/1270-1279/133o.jpg
134o.png,1,0,2,132,29,2228,1577,2339,1656,29,110,1577,2206,images/archive-original/1270-1279/134o.jpg
135o.png,1,0,2,121,62,2195,1633,2339,1656,62,143,1633,2217,images/archive-original/1270-1279/135o.jpg
136o.png,1,0,4,329,180,1993,751,2339,1656,329,180,1993,751,images/archive-original/1270-1279/136o.jpg
137o.png,0,0,1,225,72,2008,1419,2024,1436,72,15,1419,1798,images/archive-original/1270-1279/137o.jpg
138o.png,1,0,1,185,63,2017,1396,2024,1436,63,6,1396,1838,images/archive-original/1270-1279/138o.jpg
139o.png,0,0,1,223,15,2017,1400,2024,1436,15,6,1400,1800,images/archive-original/1270-1279/139o.jpg
140o.png,1,0,6,202,178,2023,1369,2024,1436,178,0,1369,1821,images/archive-original/1270-1279/140o.jpg
141o.png,1,0,1,389,369,1869,1139,2024,1436,369,154,1139,1634,images/archive-original/1270-1279/141o.jpg
142o.png,1,0,4,185,130,2008,1167,2024,1436,130,15,1167,1838,images/archive-original/1270-1279/142o.jpg
143o.png,1,0,4,156,252,2008,1365,2024,1436,252,15,1365,1867,images/archive-original/1270-1279/143o.jpg
144o.png,1,0,7,146,453,2004,1243,2024,1436,453,19,1243,1877,images/archive-original/1270-1279/144o.jpg
145o.png,1,0,7,190,171,1479,967,1654,1168,171,174,967,1463,images/archive-original/1270-1279/145o.jpg
146o.png,1,0,6,181,377,1930,1304,2024,1436,377,93,1304,1842,images/archive-original/1270-1279/146o.jpg
147o.png,1,0,4,89,334,1624,862,1654,1168,334,29,862,1564,images/archive-original/1270-1279/147o.jpg
148o.png,1,0,1,323,510,1915,1370,2024,1436,510,108,1370,1700,images/archive-original/1270-1279/148o.jpg
149o.png,1,0,3,131,33,1532,583,1654,1168,33,121,583,1522,images/archive-original/1270-1279/149o.jpg
150o.png,1,0,4,185,354,1934,1335,2024,1436,354,89,1335,1838,images/archive-original/1270-1279/150o.jpg
151o.png,1,0,17,53,485,1603,932,1654,1168,485,50,932,1600,images/archive-original/1270-1279/151o.jpg
152o.png,1,0,5,384,354,1752,1111,2024,1436,354,271,1111,1639,images/archive-original/1270-1279/152o.jpg
153o.png,1,0,5,38,62,1609,1149,1654,1168,62,44,1149,1615,images/archive-original/1270-1279/153o.jpg
154o.png,1,0,2,66,90,1619,1146,1654,1168,90,34,1146,1587,images/archive-original/1270-1279/154o.jpg
155o.png,1,0,3,267,402,2014,1387,2024,1436,402,9,1387,1756,images/archive-original/1270-1279/155o.jpg
156o.png,1,0,1,239,54,1997,1370,2024,1436,54,26,1370,1784,images/archive-original/1270-1279/156o.jpg
157o.png,1,0,2,227,65,2008,1400,2024,1436,65,15,1400,1796,images/archive-original/1270-1279/157o.jpg
158o.png,1,0,4,164,155,1389,625,1654,1168,155,264,625,1489,images/archive-original/1270-1279/158o.jpg
159o.png,1,0,4,76,51,1624,1167,1654,1168,51,29,1167,1577,images/archive-original/1270-1279/159o.jpg
160o.png,1,0,4,398,316,1845,1265,2024,1436,316,178,1265,1625,images/archive-original/1270-1279/160o.jpg
161o.png,1,0,6,259,132,1432,1136,1654,1168,132,221,1136,1394,images/archive-original/1270-1279/161o.jpg
162o.png,1,0,5,236,370,1956,1213,2024,1436,370,67,1213,1787,images/archive-original/1270-1279/162o.jpg
163o.png,1,0,6,196,912,1998,1337,2024,1436,912,25,1337,1827,images/archive-original/1270-1279/163o.jpg
164o.png,1,0,3,315,357,1922,1280,2024,1436,357,101,1280,1708,images/archive-original/1270-1279/164o.jpg
165o.png,1,0,3,220,585,2188,1224,2339,1656,220,585,2188,1224,images/archive-original/1270-1279/165o.jpg
166o.png,1,0,3,239,36,2199,1357,2339,1656,239,36,2199,1357,images/archive-original/1270-1279/166o.jpg
167o.png,1,0,1,213,158,2258,1618,2339,1656,213,158,2258,1618,images/archive-original/1270-1279/167o.jpg
168o.png,1,0,1,179,70,1976,1352,2024,1436,70,47,1352,1844,images/archive-original/1270-1279/168o.jpg
169o.png,1,0,11,109,64,1619,1167,1654,1168,64,34,1167,1544,images/archive-original/1270-1279/169o.jpg
170o.png,1,0,3,644,447,1764,1338,2024,1436,447,259,1338,1379,images/archive-original/1270-1279/170o.jpg
171o.png,1,0,5,341,197,1870,1218,2024,1436,197,153,1218,1682,images/archive-original/1270-1279/171o.jpg
172o.png,1,0,2,90,45,1629,1167,1654,1168,45,24,1167,1563,images/archive-original/1270-1279/172o.jpg
173o.png,1,0,4,159,542,2006,1333,2024,1436,542,17,1333,1864,images/archive-original/1270-1279/173o.jpg
174o.png,1,0,7,114,397,1582,753,1654,1168,397,71,753,1539,images/archive-original/1270-1279/174o.jpg
175o.png,1,0,3,408,406,1802,1332,2024,1436,406,221,1332,1615,images/archive-original/1270-1279/175o.jpg
176o.png,1,0,5,356,749,1826,1376,2024,1436,749,197,1376,1667,images/archive-original/1270-1279/176o.jpg
177o.png,1,0,5,193,74,2017,1251,2024,1436,74,6,1251,1830,images/archive-original/1270-1279/177o.jpg
178o.png,1,0,2,218,696,1930,1325,2024,1436,696,93,1325,1805,images/archive-original/1270-1279/178o.jpg
179o.png,1,0,8,391,669,1828,1269,2024,1436,669,195,1269,1632,images/archive-original/1270-1279/179o.jpg
180o.png,1,0,2,347,450,1847,1234,2024,1436,450,176,1234,1676,images/archive-original/1270-1279/180o.jpg
181o.png,1,0,4,363,153,1826,1329,2024,1436,153,197,1329,1660,images/archive-original/1270-1279/181o.jpg
182o.png,1,0,5,220,108,2011,1269,2024,1436,108,12,1269,1803,images/archive-original/1270-1279/182o.jpg
183o.png,1,0,2,287,657,1895,1362,2024,1436,657,128,1362,1736,images/archive-original/1270-1279/183o.jpg
184o.png,1,0,2,506,221,1716,1283,2024,1436,221,307,1283,1517,images/archive-original/1270-1279/184o.jpg
185o.png,1,0,2,210,520,1979,1306,2024,1436,520,44,1306,1813,images/archive-original/1270-1279/185o.jpg
186o.png,1,0,1,325,771,1863,1359,2024,1436,771,160,1359,1698,images/archive-original/1270-1279/186o.jpg
187o.png,1,0,3,206,324,1921,1287,2024,1436,324,102,1287,1817,images/archive-original/1270-1279/187o.jpg
188o.png,1,0,8,172,136,1990,1281,2024,1436,136,33,1281,1851,images/archive-original/1270-1279/188o.jpg
189o.png,1,0,3,224,134,2011,1400,2024,1436,134,12,1400,1799,images/archive-original/1270-1279/189o.jpg
190o.png,1,0,3,168,545,2001,1335,2024,1436,545,22,1335,1855,images/archive-original/1270-1279/190o.jpg
191o.png,1,0,7,176,544,2001,1272,2024,1436,544,22,1272,1847,images/archive-original/1270-1279/191o.jpg
192o.png,1,0,2,213,175,1982,1398,2024,1436,175,41,1398,1810,images/archive-original/1270-1279/192o.jpg
193o.png,1,0,2,216,376,2000,1344,2024,1436,376,23,1344,1807,images/archive-original/1270-1279/193o.jpg
194o.png,1,0,3,87,271,1618,929,1654,1168,271,35,929,1566,images/archive-original/1270-1279/194o.jpg
195o.png,1,0,4,208,641,1974,1308,2024,1436,641,49,1308,1815,images/archive-original/1270-1279/195o.jpg
196o.png,1,0,5,229,274,2000,1254,2024,1436,274,23,1254,1794,images/archive-original/1270-1279/196o.jpg
197o.png,1,0,2,296,229,2011,1419,2024,1436,229,12,1419,1727,images/archive-original/1270-1279/197o.jpg
198o.png,1,0,2,143,333,2287,1393,2339,1656,333,51,1393,2195,images/archive-original/1270-1279/198o.jpg
199o.png,1,0,2,355,530,1920,1300,2024,1436,530,103,1300,1668,images/archive-original/1270-1279/199o.jpg
200o.png,1,0,7,195,486,1980,1333,2024,1436,486,43,1333,1828,images/archive-original/1270-1279/200o.jpg
201o.png,1,0,1,160,86,2011,1393,2024,1436,86,12,1393,1863,images/archive-original/1270-1279/201o.jpg
202o.png,1,0,2,192,423,1925,1283,2024,1436,423,98,1283,1831,images/archive-original/1270-1279/202o.jpg
203o.png,1,0,3,314,106,2011,1403,2024,1436,106,12,1403,1709,images/archive-original/1270-1279/203o.jpg
204o.png,1,0,2,296,98,1947,1406,2024,1436,98,76,1406,1727,images/archive-original/1270-1279/204o.jpg
205o.png,1,0,10,211,763,1759,1362,2024,1436,73,211,672,1759,images/archive-original/1270-1279/205o.jpg
206o.png,1,0,4,510,162,1841,1218,2024,1436,162,182,1218,1513,images/archive-original/1270-1279/206o.jpg
207o.png,1,0,1,564,280,1758,1223,2024,1436,564,280,1758,1223,images/archive-original/1270-1279/207o.jpg
208o.png,1,0,1,298,518,1985,937,2339,1656,298,518,1985,937,images/archive-original/1280-1289 I (1280-1283)/208o.jpg
209o.png,1,0,9,389,390,2070,1187,2339,1656,389,390,2070,1187,images/archive-original/1280-1289 I (1280-1283)/209o.jpg
210o.png,1,0,5,331,213,2156,541,2339,1656,331,213,2156,541,images/archive-original/1280-1289 I (1280-1283)/210o.jpg
211o.png,1,0,3,244,369,2002,1282,2024,1436,369,21,1282,1779,images/archive-original/1280-1289 I (1280-1283)/211o.jpg
212o.png,1,0,1,185,63,2017,1403,2024,1436,63,6,1403,1838,images/archive-original/1280-1289 I (1280-1283)/212o.jpg
213o.png,1,0,1,169,76,2008,1416,2024,1436,76,15,1416,1854,images/archive-original/1280-1289 I (1280-1283)/213o.jpg
214o.png,1,0,6,382,427,1835,1349,2024,1436,427,188,1349,1641,images/archive-original/1280-1289 I (1280-1283)/214o.jpg
215o.png,1,0,1,213,44,2011,1435,2024,1436,44,12,1435,1810,images/archive-original/1280-1289 I (1280-1283)/215o.jpg
216o.png,1,0,1,181,98,2011,1412,2024,1436,98,12,1412,1842,images/archive-original/1280-1289 I (1280-1283)/216o.jpg
217o.png,1,0,1,354,38,1836,1391,2024,1436,38,187,1391,1669,images/archive-original/1280-1289 I (1280-1283)/217o.jpg
218o.png,1,0,6,181,446,1991,1338,2024,1436,446,32,1338,1842,images/archive-original/1280-1289 I (1280-1283)/218o.jpg
219o.png,1,0,1,216,398,1937,1262,2024,1436,398,86,1262,1807,images/archive-original/1280-1289 I (1280-1283)/219o.jpg
220o.png,1,0,6,495,446,1787,1361,2024,1436,446,236,1361,1528,images/archive-original/1280-1289 I (1280-1283)/220o.jpg
221o.png,1,0,2,274,100,1969,1416,2024,1436,100,54,1416,1749,images/archive-original/1280-1289 I (1280-1283)/221o.jpg
222o.png,1,0,2,498,563,1868,1411,2024,1436,563,155,1411,1525,images/archive-original/1280-1289 I (1280-1283)/222o.jpg
223o.png,1,0,8,197,134,1999,1297,2024,1436,134,24,1297,1826,images/archive-original/1280-1289 I (1280-1283)/223o.jpg
224o.png,1,0,3,415,314,1919,1365,2024,1436,314,104,1365,1608,images/archive-original/1280-1289 I (1280-1283)/224o.jpg
225o.png,1,0,1,278,96,1898,1294,2024,1436,96,125,1294,1745,images/archive-original/1280-1289 I (1280-1283)/225o.jpg
226o.png,1,0,3,407,452,1879,1150,2024,1436,452,144,1150,1616,images/archive-original/1280-1289 I (1280-1283)/226o.jpg
227o.png,1,0,3,210,147,2007,1330,2024,1436,147,16,1330,1813,images/archive-original/1280-1289 I (1280-1283)/227o.jpg
228o.png,1,0,4,220,86,2011,1406,2024,1436,86,12,1406,1803,images/archive-original/1280-1289 I (1280-1283)/228o.jpg
229o.png,1,0,7,262,464,2000,1257,2024,1436,464,23,1257,1761,images/archive-original/1280-1289 I (1280-1283)/229o.jpg
230o.png,1,0,6,309,367,1969,1226,2024,1436,367,54,1226,1714,images/archive-original/1280-1289 I (1280-1283)/230o.jpg
231o.png,1,0,3,322,166,2001,1299,2024,1436,166,22,1299,1701,images/archive-original/1280-1289 I (1280-1283)/231o.jpg
232o.png,1,0,1,194,236,2011,1310,2024,1436,236,12,1310,1829,images/archive-original/1280-1289 I (1280-1283)/232o.jpg
233o.png,1,0,1,255,149,2011,1317,2024,1436,149,12,1317,1768,images/archive-original/1280-1289 I (1280-1283)/233o.jpg
